"site","year","sample_id","known_nest","nest_id","species","lat","long","num_obs"
"Hidden","2021",21,"no",4246,"Great Egret",25.7776433440967,-80.840384415039,1
"Hidden","2021",22,"yes",2608,"Great Egret",25.779535489411,-80.839333447106,2
"Hidden","2021",23,"no",5503,"White Ibis",25.7791208338647,-80.8396759291542,1
"Hidden","2021",24,"yes",2617,"White Ibis",25.7794412169281,-80.8393735477382,2
"Hidden","2021",25,"no",5064,"White Ibis",25.7778523130508,-80.839994839083,1
"Hidden","2021",26,"yes",1478,"White Ibis",25.7773581841314,-80.8399014069148,2
"Hidden","2021",27,"no",4410,"White Ibis",25.7778653483239,-80.8402720916733,1
"Hidden","2021",28,"no",4261,"White Ibis",25.7774929162079,-80.840475147424,1
"Hidden","2021",29,"yes",788,"White Ibis",25.7782037666854,-80.8400121427938,2
"Hidden","2021",30,"no",633,"White Ibis",25.7772474023268,-80.8400959339745,1
"Hidden","2021",31,"no",3697,"White Ibis",25.779191191522,-80.8389978326431,1
"Hidden","2021",32,"yes",286,"White Ibis",25.7774043963889,-80.8402917547896,2
"Hidden","2021",33,"yes",362,"Great Egret",25.7771480205992,-80.8402123905913,2
"Hidden","2021",34,"no",410,"White Ibis",25.7788086154096,-80.8400896297393,1
"Hidden","2021",35,"yes",3805,"White Ibis",25.7791246967793,-80.8389672665452,2
"Hidden","2021",36,"no",4735,"Wood Stork",25.7776148734205,-80.8401274230602,1
"Hidden","2021",37,"yes",1321,"White Ibis",25.7778349005745,-80.8399391559497,2
"Hidden","2021",38,"no",4221,"White Ibis",25.7777949842661,-80.8403725189148,1
"Hidden","2021",39,"no",2332,"White Ibis",25.7787270685659,-80.8394671015644,1
"Hidden","2021",40,"no",5510,"White Ibis",25.7791584125156,-80.8396640650311,1
"Hidden","2021",41,"yes",1337,"White Ibis",25.7777789870915,-80.839854992429,2
"Hidden","2021",42,"yes",501,"Great Egret",25.777808146549,-80.840175857928,2
"Hidden","2021",43,"no",993,"White Ibis",25.7774497252582,-80.8399670548283,1
"Hidden","2021",44,"yes",650,"White Ibis",25.7772245310736,-80.8401939335457,2
"Hidden","2021",45,"no",1666,"White Ibis",25.7784484567648,-80.8397341294092,1
"Hidden","2021",46,"yes",2967,"Great Egret",25.7796918227026,-80.8392005583585,2
"Hidden","2021",47,"no",1519,"White Ibis",25.7791713158698,-80.8397284821329,1
"Hidden","2021",48,"yes",1076,"White Ibis",25.7772914486776,-80.8399927758488,2
"Hidden","2021",49,"no",1203,"White Ibis",25.7786748113143,-80.8399174893794,1
"Hidden","2021",50,"no",2540,"White Ibis",25.7783243421028,-80.8395284026017,1
"StartMel","2022",1,"yes",226,"Great Egret",25.9479128085955,-80.638128507436,2
"StartMel","2022",2,"no",387,"White Ibis",25.9483916086241,-80.638533813745,1
"StartMel","2022",3,"yes",22,"Great Egret",25.948828435834,-80.637623565456,14
"StartMel","2022",4,"yes",68,"Great Egret",25.9481021365873,-80.6384268977342,4
"StartMel","2022",5,"yes",275,"Great Egret",25.9486086677714,-80.6383097639932,4
"StartMel","2022",6,"no",494,"Great Egret",25.9488489039387,-80.6382927608587,1
"StartMel","2022",7,"yes",3,"Great Egret",25.9489685321758,-80.6385298678993,4
"StartMel","2022",8,"no",15,"Great Egret",25.9490763997348,-80.6382613618663,1
"StartMel","2022",9,"no",331,"Great Egret",25.9477378259597,-80.6381006018149,1
"StartMel","2022",10,"yes",78,"Great Egret",25.9486074273482,-80.6382640681196,2
"StartMel","2022",11,"yes",4,"Great Egret",25.9488331844135,-80.6385869759748,7
"StartMel","2022",12,"yes",208,"Great Egret",25.9486110063633,-80.6382288727767,5
"StartMel","2022",13,"no",176,"Great Egret",25.9484982145335,-80.6384748678034,1
"StartMel","2022",14,"yes",9,"Great Egret",25.9481396492033,-80.6385108638395,6
"StartMel","2022",15,"no",51,"Great Egret",25.9488866438368,-80.6385788998349,1
"StartMel","2022",16,"yes",114,"Great Egret",25.9478969813159,-80.6386664164463,2
"StartMel","2022",17,"no",470,"White Ibis",25.9485472606565,-80.6384354427333,1
"StartMel","2022",18,"yes",62,"Great Egret",25.9475851516787,-80.6385427826707,6
"StartMel","2022",19,"yes",73,"Great Egret",25.9488969795763,-80.6383225388359,7
"StartMel","2022",20,"no",437,"Great Egret",25.9489727791982,-80.6385334736623,1
"StartMel","2022",21,"yes",40,"Great Egret",25.9474832811673,-80.6391543351905,7
"StartMel","2022",22,"yes",29,"Great Egret",25.948048314747,-80.6385932884635,3
"StartMel","2022",23,"no",213,"Great Egret",25.9485653646444,-80.6382734636949,1
"StartMel","2022",24,"yes",359,"Great Egret",25.9486135575885,-80.6383047351115,2
"StartMel","2022",25,"yes",45,"Great Egret",25.9479019378161,-80.6386764233255,4
"StartMel","2022",26,"no",357,"Great Egret",25.9489238763884,-80.638267248006,1
"StartMel","2022",27,"no",3,"Great Egret",25.9477292012407,-80.6387265308972,1
"StartMel","2022",28,"no",148,"Great Egret",25.9481414806827,-80.6386086471784,1
"StartMel","2022",29,"yes",86,"Great Egret",25.9489953057528,-80.6381603033367,2
"StartMel","2022",30,"no",193,"Great Egret",25.9478525609916,-80.638395686796,1
"StartMel","2022",31,"yes",46,"Great Egret",25.9478054586499,-80.6386978418116,4
"StartMel","2022",32,"no",264,"Great Egret",25.9475766585435,-80.6386739428577,1
"StartMel","2022",33,"yes",1,"Great Egret",25.9477537109339,-80.6386811373155,4
"StartMel","2022",34,"no",538,"Great Egret",25.9473856102597,-80.6395235711342,1
"StartMel","2022",35,"yes",158,"Great Egret",25.9478746515419,-80.6385869243378,3
"StartMel","2022",36,"yes",67,"Great Egret",25.9482064715428,-80.6384270815294,6
"StartMel","2022",37,"no",223,"Great Egret",25.9489464424083,-80.6381561660056,1
"StartMel","2022",38,"no",251,"Great Egret",25.9476620585779,-80.6388004612392,1
"StartMel","2022",39,"no",235,"Great Egret",25.9476064100085,-80.6381902872596,1
"StartMel","2022",40,"no",32,"Roseate Spoonbill",25.9479758018236,-80.638603283352,1
"StartMel","2022",41,"yes",127,"Great Egret",25.947501950837,-80.6386568024928,2
"StartMel","2022",42,"no",140,"Great Egret",25.9484414485997,-80.6385528018704,1
"StartMel","2022",43,"no",415,"Great Egret",25.9480963005819,-80.6386339351043,1
"StartMel","2022",44,"yes",224,"Great Egret",25.9486534795294,-80.6381672611684,2
"StartMel","2022",45,"no",337,"Great Egret",25.9482305285377,-80.6394354140511,1
"StartMel","2022",46,"no",20,"Great Egret",25.9484902004508,-80.6383238291755,1
"StartMel","2022",47,"no",268,"Great Egret",25.9485557278328,-80.6384472417477,1
"StartMel","2022",48,"no",527,"Great Egret",25.9486351112665,-80.6381749770516,1
"StartMel","2022",49,"yes",63,"Great Egret",25.9475591398417,-80.6386027158049,3
"StartMel","2022",50,"yes",85,"Great Egret",25.9490444850177,-80.63816033195,3
"Joule","2022",1,"yes",461,"Great Egret",26.0119197792965,-80.6314902245176,2
"Joule","2022",2,"yes",161,"Great Egret",26.0127118544241,-80.6312279404317,3
"Joule","2022",3,"yes",287,"Great Egret",26.0133130210329,-80.6311175658887,4
"Joule","2022",4,"yes",436,"Great Egret",26.0129504788725,-80.6316975452587,2
"Joule","2022",5,"no",88,"Great Egret",26.012674373004,-80.6307983372464,1
"Joule","2022",6,"no",806,"Great Egret",26.0117002711807,-80.6309607703186,1
"Joule","2022",7,"yes",138,"Great Egret",26.0115261681975,-80.631413567812,3
"Joule","2022",8,"yes",219,"Great Egret",26.0130219051065,-80.6307326177432,5
"Joule","2022",9,"no",1060,"Great Egret",26.0117034209551,-80.6312678372532,1
"Joule","2022",10,"yes",110,"Great Egret",26.0123813149169,-80.6315368700559,3
"Joule","2022",11,"no",1022,"Great Egret",26.012365811629,-80.6315832276459,1
"Joule","2022",12,"yes",207,"Great Egret",26.0130875617501,-80.6308855611491,3
"Joule","2022",13,"yes",225,"Great Egret",26.0124728651886,-80.6307851492082,4
"Joule","2022",14,"yes",66,"Great Egret",26.0139008818947,-80.6309185383261,4
"Joule","2022",15,"no",876,"Great Egret",26.0119061312422,-80.6314916709442,1
"Joule","2022",16,"yes",158,"Great Egret",26.0134332254248,-80.6311394392151,3
"Joule","2022",17,"no",606,"Great Egret",26.012401901543,-80.6307215740557,1
"Joule","2022",18,"yes",103,"Great Egret",26.0129478088676,-80.6316936432651,2
"Joule","2022",19,"no",516,"Great Egret",26.0115447565931,-80.6312886217322,1
"Joule","2022",20,"yes",142,"Great Egret",26.0122393923933,-80.6313179571389,3
"Joule","2022",21,"no",377,"White Ibis",26.012029946928,-80.6313699974769,1
"Joule","2022",22,"yes",226,"Great Egret",26.0125361697846,-80.6308194218704,3
"Joule","2022",23,"no",761,"Great Egret",26.011574244587,-80.6312867958044,1
"Joule","2022",24,"yes",642,"Great Egret",26.0123094705098,-80.6305099774519,2
"Joule","2022",25,"yes",346,"Great Egret",26.0124834038919,-80.6305293454245,2
"Joule","2022",26,"yes",116,"Great Egret",26.0128863635768,-80.6313935382716,3
"Joule","2022",27,"no",951,"Great Egret",26.0120181901273,-80.6310847124793,1
"Joule","2022",28,"yes",30,"Great Egret",26.0116734871325,-80.631422194815,2
"Joule","2022",29,"yes",305,"Great Egret",26.0127543848618,-80.6309886244711,2
"Joule","2022",30,"no",835,"Great Egret",26.0124597943644,-80.6307508260037,1
"Joule","2022",31,"no",807,"Great Egret",26.0115623674069,-80.6309492285538,1
"Joule","2022",32,"no",398,"Great Egret",26.0134289927516,-80.6311463640883,1
"Joule","2022",33,"no",431,"White Ibis",26.0135992235562,-80.6320972110639,1
"Joule","2022",34,"yes",340,"Great Egret",26.0122197760308,-80.6306183084385,2
"Joule","2022",35,"yes",350,"Great Egret",26.0118459067687,-80.6305475393904,2
"Joule","2022",36,"no",78,"Great Egret",26.0117006422196,-80.6309614124806,1
"Joule","2022",37,"yes",185,"Great Egret",26.0132411679701,-80.6310545989655,5
"Joule","2022",38,"yes",186,"Great Egret",26.012989554038,-80.6310523074001,4
"Joule","2022",39,"no",644,"Great Egret",26.0123195933493,-80.6304760769449,1
"Joule","2022",40,"no",796,"Great Egret",26.0124641996364,-80.6309758732695,1
"Joule","2022",41,"no",947,"Great Egret",26.012433578335,-80.6311196479879,1
"Joule","2022",42,"no",13,"Great Egret",26.0118710518092,-80.6315745197372,1
"Joule","2022",43,"no",931,"Great Egret",26.0115578490755,-80.6312852174162,1
"Joule","2022",44,"no",277,"Great Egret",26.0116804433584,-80.6313138576565,1
"Joule","2022",45,"no",617,"Great Egret",26.0116651026227,-80.6307090488297,1
"Joule","2022",46,"no",134,"Great Egret",26.0117061405274,-80.6314067668989,1
"Joule","2022",47,"no",1049,"Great Egret",26.0126876167971,-80.6312360776817,1
"Joule","2022",48,"no",339,"Great Egret",26.0122558297347,-80.6306574343284,1
"Joule","2022",49,"yes",348,"Great Egret",26.0123559842731,-80.6305851642818,2
"Joule","2022",50,"yes",117,"Great Egret",26.0124864308293,-80.6314894396138,4
"6thBridge","2022",1,"yes",4759,"Great Egret",26.1214314351249,-80.5409835274817,4
"6thBridge","2022",2,"no",15061,"White Ibis",26.1236166867082,-80.541257405011,1
"6thBridge","2022",3,"yes",9901,"White Ibis",26.1204731340196,-80.5403782883487,3
"6thBridge","2022",4,"no",30162,"Great Egret",26.1196009605495,-80.5396511918156,1
"6thBridge","2022",5,"yes",2203,"Great Egret",26.1212140242364,-80.5407587688764,8
"6thBridge","2022",6,"no",28556,"Great Egret",26.1214712072814,-80.5403984679941,1
"6thBridge","2022",7,"no",34839,"White Ibis",26.1214406355417,-80.5404257639779,1
"6thBridge","2022",8,"no",21108,"White Ibis",26.1235456297173,-80.5408137722353,1
"6thBridge","2022",9,"yes",6081,"White Ibis",26.1213588211571,-80.5417376394482,6
"6thBridge","2022",10,"no",13527,"Great Egret",26.1241538778591,-80.5417115368063,1
"6thBridge","2022",11,"no",28826,"White Ibis",26.1190519124524,-80.540496858645,1
"6thBridge","2022",12,"yes",22981,"White Ibis",26.12056846719,-80.5401448594048,2
"6thBridge","2022",13,"yes",143,"Roseate Spoonbill",26.1215180628662,-80.5417209715581,9
"6thBridge","2022",14,"yes",622,"Roseate Spoonbill",26.1228666919327,-80.5406947335654,3
"6thBridge","2022",15,"no",23680,"White Ibis",26.120511751364,-80.5399630922719,1
"6thBridge","2022",16,"no",40242,"White Ibis",26.1192234535715,-80.5404235270637,1
"6thBridge","2022",17,"no",39387,"Roseate Spoonbill",26.1199699071422,-80.5408411906617,1
"6thBridge","2022",18,"yes",7834,"White Ibis",26.121544125292,-80.5411070185502,3
"6thBridge","2022",19,"no",18652,"White Ibis",26.1218378953199,-80.5418880387635,1
"6thBridge","2022",20,"yes",8597,"Great Egret",26.1216892981618,-80.5409125787569,4
"6thBridge","2022",21,"no",3533,"Great Egret",26.1209894966674,-80.5406201549479,1
"6thBridge","2022",22,"yes",16488,"White Ibis",26.1220756162959,-80.5406830343715,4
"6thBridge","2022",23,"yes",21177,"White Ibis",26.1235479245542,-80.5408144085813,2
"6thBridge","2022",24,"no",39276,"Great Egret",26.1214281459361,-80.5408251159476,1
"6thBridge","2022",25,"yes",846,"Great Egret",26.1195943934849,-80.540269844473,6
"6thBridge","2022",26,"yes",11078,"Great Egret",26.1195365956966,-80.5398483477907,3
"6thBridge","2022",27,"yes",12347,"White Ibis",26.1221241718692,-80.5408365989303,2
"6thBridge","2022",28,"no",849,"Great Egret",26.1196856224273,-80.5403250199505,1
"6thBridge","2022",29,"yes",1349,"Great Egret",26.1243984386452,-80.5414271303032,8
"6thBridge","2022",30,"no",3442,"Great Egret",26.1210909826384,-80.5406936122451,1
"6thBridge","2022",31,"no",19787,"Great Egret",26.1228751653034,-80.5413287688699,1
"6thBridge","2022",32,"yes",24585,"White Ibis",26.1224411541695,-80.5417520616633,2
"6thBridge","2022",33,"yes",8850,"White Ibis",26.1225457336357,-80.5406562225449,3
"6thBridge","2022",34,"no",28233,"White Ibis",26.120384287657,-80.5406266119037,1
"6thBridge","2022",35,"yes",22851,"White Ibis",26.1215946603724,-80.540179863855,2
"6thBridge","2022",36,"no",39912,"Roseate Spoonbill",26.1208937426806,-80.5406102835559,1
"6thBridge","2022",37,"yes",8971,"White Ibis",26.12161227455,-80.5407216658872,2
"6thBridge","2022",38,"no",38910,"White Ibis",26.119913604013,-80.5411358464491,1
"6thBridge","2022",39,"no",20346,"Great Egret",26.1201815257969,-80.5412129171362,1
"6thBridge","2022",40,"yes",10362,"White Ibis",26.1211867919213,-80.5402312501992,3
"6thBridge","2022",41,"no",38113,"White Ibis",26.1232798145104,-80.5413657513949,1
"6thBridge","2022",42,"no",11735,"Great Egret",26.1229750810589,-80.5415767502215,1
"6thBridge","2022",43,"yes",23787,"White Ibis",26.1197150748166,-80.5399759442034,2
"6thBridge","2022",44,"no",24660,"Roseate Spoonbill",26.1215622665813,-80.5418058609892,1
"6thBridge","2022",45,"yes",20099,"White Ibis",26.1225027545822,-80.5412681817282,2
"6thBridge","2022",46,"yes",24058,"White Ibis",26.1201478562905,-80.5396694524519,2
"6thBridge","2022",47,"yes",7881,"Great Egret",26.1212051840039,-80.5411527605819,4
"6thBridge","2022",48,"no",20359,"White Ibis",26.1237134437062,-80.5410932729502,1
"6thBridge","2022",49,"no",36424,"White Ibis",26.1195311284198,-80.5398833520125,1
"6thBridge","2022",50,"yes",15702,"Great Egret",26.1202045844548,-80.5410723437499,3
"JetportNew","2022",1,"yes",82,"Wood Stork",25.8430296534023,-80.8440530810998,2
"JetportNew","2022",2,"yes",394,"Great Egret",25.8419178748119,-80.8427990976565,2
"JetportNew","2022",3,"yes",383,"White Ibis",25.8417477953125,-80.8429341618281,2
"JetportNew","2022",4,"no",716,"White Ibis",25.8418806231246,-80.8427901664414,1
"JetportNew","2022",5,"no",1561,"Great Egret",25.8419671607591,-80.8429760983279,1
"JetportNew","2022",6,"no",1342,"Great Egret",25.8426021750169,-80.8439908006551,1
"JetportNew","2022",7,"yes",204,"Great Egret",25.8424433449239,-80.8438399906189,2
"JetportNew","2022",8,"yes",650,"Wood Stork",25.8419542880186,-80.8430322885787,3
"JetportNew","2022",9,"yes",223,"Great Egret",25.8417775574499,-80.8431805974903,2
"JetportNew","2022",10,"yes",159,"White Ibis",25.8425414409863,-80.843907330143,2
"JetportNew","2022",11,"no",459,"White Ibis",25.8420827758589,-80.8408884348334,1
"JetportNew","2022",12,"no",343,"Great Egret",25.8420958633188,-80.8429494705807,1
"JetportNew","2022",13,"no",278,"White Ibis",25.841648429911,-80.843094268561,1
"JetportNew","2022",14,"no",219,"White Ibis",25.8418428220541,-80.843527729577,1
"JetportNew","2022",15,"no",445,"Great Egret",25.8419146669181,-80.8411107295449,1
"JetportNew","2022",16,"yes",235,"Great Egret",25.8419910324101,-80.8431079286323,2
"JetportNew","2022",17,"yes",32,"Wood Stork",25.842889295398,-80.8441107937283,2
"JetportNew","2022",18,"yes",295,"White Ibis",25.8419000674923,-80.8430666168262,2
"JetportNew","2022",19,"no",1233,"Wood Stork",25.8429540375407,-80.8440115833799,1
"JetportNew","2022",20,"yes",241,"Wood Stork",25.8418819348262,-80.8431191775279,2
"JetportNew","2022",21,"no",729,"Wood Stork",25.8418863072087,-80.8427215370293,1
"JetportNew","2022",22,"no",355,"Great Egret",25.8418891069792,-80.842902737106,1
"JetportNew","2022",23,"yes",308,"Wood Stork",25.8419269067001,-80.8430594094061,2
"JetportNew","2022",24,"no",12,"White Ibis",25.8427675709942,-80.8441921354409,1
"JetportNew","2022",25,"yes",644,"Wood Stork",25.8419117931917,-80.8430567076229,2
"JetportNew","2022",26,"yes",373,"Great Egret",25.8417784807284,-80.8428824199029,2
"JetportNew","2022",27,"yes",226,"Great Egret",25.8417132612309,-80.8431830076253,2
"JetportNew","2022",28,"no",760,"Great Egret",25.8412249917826,-80.8440951766807,1
"JetportNew","2022",29,"yes",636,"Great Egret",25.8417586511105,-80.8431210164612,2
"JetportNew","2022",30,"no",1383,"Great Egret",25.8427969897185,-80.8438030144615,1
"JetportNew","2022",31,"yes",406,"Great Egret",25.8419369941923,-80.842796204023,2
"JetportNew","2022",32,"no",1291,"Great Egret",25.8424548535091,-80.8441035891069,1
"JetportNew","2022",33,"no",152,"White Ibis",25.8426775671249,-80.843919450408,1
"JetportNew","2022",34,"yes",297,"Wood Stork",25.8419083762753,-80.8429892047239,3
"JetportNew","2022",35,"no",410,"White Ibis",25.8419373869178,-80.8427655288813,1
"JetportNew","2022",36,"yes",417,"Wood Stork",25.8418553821035,-80.8427981070003,2
"JetportNew","2022",37,"no",428,"Great Egret",25.8420334749748,-80.841195377212,1
"JetportNew","2022",38,"no",1615,"Great Egret",25.8418631327457,-80.8428236821129,1
"JetportNew","2022",39,"no",518,"Great Egret",25.8408304719085,-80.8436393037487,1
"JetportNew","2022",40,"yes",212,"Great Egret",25.8425110941886,-80.8437108689303,2
"JetportNew","2022",41,"yes",225,"Great Egret",25.841694762758,-80.8431842166501,2
"JetportNew","2022",42,"yes",194,"Wood Stork",25.8425742285296,-80.8437951575646,3
"JetportNew","2022",43,"no",1473,"Great Egret",25.8425230706574,-80.8436844225325,1
"JetportNew","2022",44,"no",966,"Great Egret",25.8416471572716,-80.8431857439309,1
"JetportNew","2022",45,"no",523,"Great Egret",25.8418471361529,-80.843531051448,1
"JetportNew","2022",46,"no",1634,"Great Egret",25.8418258051011,-80.8427314976225,1
"JetportNew","2022",47,"yes",313,"White Ibis",25.8417792852745,-80.8430662410644,2
"JetportNew","2022",48,"yes",192,"Great Egret",25.842512837224,-80.8437347252214,2
"JetportNew","2022",49,"no",784,"Wood Stork",25.8428750212109,-80.8435893320534,1
"JetportNew","2022",50,"yes",404,"Great Egret",25.8418908878381,-80.8427720979387,2
"Vacation","2022",1,"no",1502,"Great Egret",25.9149356528039,-80.6302455017765,1
"Vacation","2022",2,"yes",214,"Great Egret",25.9148326680415,-80.6304871281808,2
"Vacation","2022",3,"no",2314,"Great Egret",25.9146886247784,-80.6305929448144,1
"Vacation","2022",4,"yes",246,"Great Egret",25.9148085665142,-80.6303453389498,7
"Vacation","2022",5,"no",599,"White Ibis",25.9144426263648,-80.6289217933181,1
"Vacation","2022",6,"no",1599,"Great Egret",25.9136572791233,-80.6299428320294,1
"Vacation","2022",7,"yes",30,"Great Egret",25.9138928188767,-80.6305835022924,7
"Vacation","2022",8,"yes",270,"Great Egret",25.9137719772914,-80.6303949414858,10
"Vacation","2022",9,"yes",957,"Great Egret",25.9143628694936,-80.6300306844727,2
"Vacation","2022",10,"yes",758,"Great Egret",25.9150438819147,-80.6300873635778,3
"Vacation","2022",11,"yes",433,"Great Egret",25.9136711685489,-80.6302786433866,2
"Vacation","2022",12,"yes",37,"Great Egret",25.9150048409456,-80.6304902946947,3
"Vacation","2022",13,"no",2512,"Great Egret",25.9135952787887,-80.6299719836263,1
"Vacation","2022",14,"yes",205,"Great Egret",25.9141655352618,-80.630634970057,10
"Vacation","2022",15,"no",2557,"Great Egret",25.9148489997891,-80.6304699697283,1
"Vacation","2022",16,"yes",843,"Great Egret",25.9139529892602,-80.6306157465445,4
"Vacation","2022",17,"yes",243,"Great Egret",25.915030093165,-80.6303466967806,3
"Vacation","2022",18,"yes",217,"Great Egret",25.9147854246286,-80.6305462850321,4
"Vacation","2022",19,"yes",159,"Great Egret",25.9141896618731,-80.6300941664771,10
"Vacation","2022",20,"no",1809,"Great Egret",25.9147342206039,-80.6303650508409,1
"Vacation","2022",21,"yes",75,"Great Egret",25.9148714166392,-80.6303580698596,5
"Vacation","2022",22,"no",1765,"Roseate Spoonbill",25.9138991043029,-80.6307301566937,1
"Vacation","2022",23,"no",1852,"White Ibis",25.9144131779246,-80.6302033779648,1
"Vacation","2022",24,"yes",25,"Great Egret",25.9140709349311,-80.6305066280853,3
"Vacation","2022",25,"yes",68,"Great Egret",25.9140242804413,-80.6304519476161,8
"Vacation","2022",26,"no",2119,"Great Egret",25.9152479540901,-80.6305029673503,1
"Vacation","2022",27,"yes",773,"Great Egret",25.9143586704301,-80.630015044429,3
"Vacation","2022",28,"yes",562,"Great Egret",25.9139252351573,-80.6302093565327,3
"Vacation","2022",29,"yes",256,"Great Egret",25.9143601702515,-80.6304298252873,7
"Vacation","2022",30,"no",1587,"Great Egret",25.9143749712255,-80.6298585455044,1
"Vacation","2022",31,"yes",948,"Great Egret",25.9146275570654,-80.6300104040442,2
"Vacation","2022",32,"no",2990,"Great Egret",25.9137732860131,-80.6302871425565,1
"Vacation","2022",33,"no",1311,"White Ibis",25.9148823111939,-80.6302062188166,1
"Vacation","2022",34,"no",2968,"Great Egret",25.914627244144,-80.6303315499518,1
"Vacation","2022",35,"no",1811,"Great Egret",25.9146240988614,-80.6303678881495,1
"Vacation","2022",36,"no",1777,"Great Egret",25.9144979711477,-80.6305311872592,1
"Vacation","2022",37,"no",3031,"Great Egret",25.9146224852849,-80.6300233730747,1
"Vacation","2022",38,"no",1197,"Great Egret",25.9143874196871,-80.6299336373504,1
"Vacation","2022",39,"no",2885,"White Ibis",25.9131201122981,-80.6297600030768,1
"Vacation","2022",40,"no",1088,"Great Egret",25.9143983406967,-80.6303152573368,1
"Vacation","2022",41,"yes",162,"Great Egret",25.9139593289592,-80.6300887404187,5
"Vacation","2022",42,"no",2975,"Great Egret",25.9143738886398,-80.6303196923678,1
"Vacation","2022",43,"no",179,"Great Egret",25.9134762908801,-80.6301003221745,1
"Vacation","2022",44,"yes",990,"Great Egret",25.9139555194276,-80.6297260183601,2
"Vacation","2022",45,"yes",1418,"Great Egret",25.9142039465632,-80.6306569556547,4
"Vacation","2022",46,"no",1753,"Great Egret",25.9147078804131,-80.6307842137402,1
"Vacation","2022",47,"yes",194,"Great Blue Heron",25.9135679951866,-80.6298995244651,10
"Vacation","2022",48,"yes",310,"Great Egret",25.9141767908483,-80.6301038258054,6
"Vacation","2022",49,"no",1052,"White Ibis",25.9143331611061,-80.6304739836,1
"Vacation","2022",50,"no",1067,"White Ibis",25.9148890628793,-80.630286696479,1
"Nanse","2022",1,"no",76,"Great Egret",26.1054976899906,-80.4975989358282,1
"Nanse","2022",2,"no",2500,"Great Egret",26.1054807964923,-80.497542261006,1
"Nanse","2022",3,"yes",982,"Great Egret",26.1037425041003,-80.4964917200949,2
"Nanse","2022",4,"no",1194,"Great Egret",26.103967781904,-80.4976928972942,1
"Nanse","2022",5,"no",1405,"Great Egret",26.1054183900484,-80.4973773697906,1
"Nanse","2022",6,"no",1114,"Great Egret",26.1019559141913,-80.4962420289793,1
"Nanse","2022",7,"yes",178,"Great Egret",26.1054853428072,-80.4975203538999,2
"Nanse","2022",8,"yes",704,"Great Egret",26.1036529093456,-80.4969505841537,2
"Nanse","2022",9,"yes",1634,"Great Egret",26.1045603122626,-80.4970949340787,2
"Nanse","2022",10,"no",1396,"Great Egret",26.10563296469,-80.4973143678224,1
"Nanse","2022",11,"yes",501,"White Ibis",26.1029804150997,-80.4972013325908,2
"Nanse","2022",12,"no",145,"Great Egret",26.1038002605812,-80.4975621125406,1
"Nanse","2022",13,"yes",169,"Great Egret",26.1055036030937,-80.4974971282704,2
"Nanse","2022",14,"no",1714,"Great Egret",26.1047154718656,-80.496894040132,1
"Nanse","2022",15,"yes",466,"White Ibis",26.1036308289329,-80.4972176911732,2
"Nanse","2022",16,"yes",272,"Great Egret",26.1056562877253,-80.4973706170404,2
"Nanse","2022",17,"yes",556,"Great Egret",26.1045428452046,-80.4970564013607,2
"Nanse","2022",18,"yes",894,"White Ibis",26.1036066724335,-80.4965093643091,2
"Nanse","2022",19,"no",2087,"Great Egret",26.1049342574868,-80.497507005621,1
"Nanse","2022",20,"no",1422,"Roseate Spoonbill",26.1046944882065,-80.4972752759437,1
"Nanse","2022",21,"no",2845,"Roseate Spoonbill",26.1029082440369,-80.4971101196146,1
"Nanse","2022",22,"yes",690,"Great Egret",26.1041605952794,-80.4969873801572,2
"Nanse","2022",23,"yes",744,"Great Egret",26.1040009489599,-80.496770554145,2
"Nanse","2022",24,"no",2181,"Great Egret",26.1049555084422,-80.4971831382377,1
"Nanse","2022",25,"no",522,"Great Egret",26.1027785893328,-80.4971805800111,1
"Nanse","2022",26,"yes",1246,"Great Egret",26.1039176663338,-80.4975707768874,2
"Nanse","2022",27,"yes",315,"Great Egret",26.1047205490538,-80.4973404814933,2
"Nanse","2022",28,"yes",545,"Great Egret",26.1046989356525,-80.4971108316056,2
"Nanse","2022",29,"no",1670,"Roseate Spoonbill",26.1039501747622,-80.4971010002504,1
"Nanse","2022",30,"no",3159,"White Ibis",26.1019412021344,-80.496356020685,1
"Nanse","2022",31,"no",1184,"Great Egret",26.10503636529,-80.4977666240409,1
"Nanse","2022",32,"no",1111,"White Ibis",26.1019513520197,-80.4963648947429,1
"Nanse","2022",33,"yes",882,"Great Egret",26.1039732330146,-80.4965205058093,2
"Nanse","2022",34,"yes",953,"White Ibis",26.1026194329624,-80.4965335804318,2
"Nanse","2022",35,"yes",829,"White Ibis",26.1032489374898,-80.4966676231421,2
"Nanse","2022",36,"no",2587,"White Ibis",26.1049712395913,-80.4973295523182,1
"Nanse","2022",37,"no",278,"Great Egret",26.1055368674783,-80.4974091293627,1
"Nanse","2022",38,"no",1070,"White Ibis",26.1027579780884,-80.4963565817848,1
"Nanse","2022",39,"no",1645,"Great Egret",26.1041864312554,-80.4970498326537,1
"Nanse","2022",40,"yes",478,"Great Egret",26.1033564065239,-80.4972681261912,2
"Nanse","2022",41,"no",862,"White Ibis",26.1022183544125,-80.496701738576,1
"Nanse","2022",42,"yes",299,"White Ibis",26.1049736434407,-80.4973220321734,2
"Nanse","2022",43,"no",2392,"Great Egret",26.1036564612819,-80.4979158672625,1
"Nanse","2022",44,"yes",524,"Great Egret",26.1053581592468,-80.4971169848238,2
